class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Hye,0.52132648229599,0.6671423316001892,-0.557984471321106,0.9957417249679565,0.548681378364563,0.6039263010025024,-0.6157975792884827,0.9959496259689331,0.5578380227088928,0.6035976409912109,-0.6158816814422607,0.9954715967178345,0.5666218400001526,0.6033785343170166,-0.6159879565238953,0.9957321286201477,0.5380355715751648,0.6046973466873169,-0.5078261494636536,0.9952847361564636,0.5389361381530762,0.6044098138809204,-0.507177472114563,0.9946202039718628,0.539847731590271,0.6038466691970825,-0.5076503753662109,0.9954915642738342,0.6262193918228149,0.6257600784301758,-0.6410641670227051,0.9967220425605774,0.58640456199646,0.6171319484710693,-0.13993139564990997,0.9962782263755798,0.5542880892753601,0.7292665839195251,-0.5551208853721619,0.9959723353385925,0.537442147731781,0.7307801842689514,-0.4115676283836365,0.9946387410163879,0.8691446185112,0.9601417779922485,-0.613670289516449,0.9491079449653625,0.5137845277786255,0.8974485993385315,0.07927461713552475,0.9862046241760254,0.9580877423286438,1.2953941822052002,-0.922259509563446,0.26553693413734436,0.450928270816803,1.2867295742034912,0.12251996994018555,0.08694286644458771,0.7639804482460022,1.106170892715454,-0.9516110420227051,0.4072013199329376,0.45107096433639526,1.4372291564941406,-0.3844480812549591,0.06815546751022339,0.7232956290245056,1.0681487321853638,-1.019333004951477,0.3874902129173279,0.4290107190608978,1.513914704322815,-0.45071834325790405,0.11077926307916641,0.7180547118186951,1.0251575708389282,-0.9404431581497192,0.44231870770454407,0.45902085304260254,1.472770094871521,-0.4863455295562744,0.17709296941757202,0.723369836807251,1.0430104732513428,-0.9219940900802612,0.40603819489479065,0.46996790170669556,1.4445281028747559,-0.42644891142845154,0.17658647894859314,0.8314881324768066,1.7278259992599487,-0.23162642121315002,0.000288890820229426,0.5672140121459961,1.7110811471939087,0.23668687045574188,0.00040075855213217437,0.798566997051239,2.33516001701355,-0.23023882508277893,0.000258987070992589,0.5481389760971069,2.3102800846099854,0.3148782551288605,0.0001327021309407428,0.8164119720458984,2.876772880554199,0.28922268748283386,3.947762161260471e-05,0.5679749250411987,2.846574544906616,0.6498990654945374,4.068281668878626e-06,0.8402338027954102,2.961117744445801,0.3117799460887909,3.473546894383617e-05,0.5704395174980164,2.922212839126587,0.6705257892608643,2.4787947040749714e-05,0.7430045008659363,3.019580364227295,-0.24076981842517853,9.76051451289095e-05,0.5745463371276855,3.0223257541656494,0.1301162838935852,8.086609159363434e-05
Hye,0.5230332016944885,0.6684669256210327,-0.8634960055351257,0.9960301518440247,0.5552617311477661,0.6070803999900818,-0.9029240608215332,0.9961578249931335,0.5681173801422119,0.6086317300796509,-0.9026867747306824,0.9957804083824158,0.580816388130188,0.610248863697052,-0.9025936126708984,0.9959800839424133,0.5402757525444031,0.6051093935966492,-0.81907719373703,0.9955311417579651,0.5408894419670105,0.6045287847518921,-0.8191054463386536,0.9949370622634888,0.5415446162223816,0.6038475036621094,-0.8191417455673218,0.9956468343734741,0.636319100856781,0.6326794028282166,-0.8075941801071167,0.996883749961853,0.586410641670227,0.6174889802932739,-0.4273907244205475,0.9965114593505859,0.5589853525161743,0.7326905727386475,-0.7964156270027161,0.9955946207046509,0.5388186573982239,0.7313774228096008,-0.6896084547042847,0.99420565366745,0.8371627926826477,0.9430996179580688,-0.7019527554512024,0.934688150882721,0.5072853565216064,0.8784827589988708,-0.1262882500886917,0.980169951915741,0.8811305165290833,1.1434720754623413,-1.1350092887878418,0.2767404019832611,0.4050212800502777,1.08962881565094,-0.14107073843479156,0.09751177579164505,0.7309350967407227,0.9400122761726379,-1.334403395652771,0.39614376425743103,0.4572828710079193,0.9623299837112427,-0.38615483045578003,0.07690710574388504,0.6944444179534912,0.8807329535484314,-1.4213358163833618,0.38415855169296265,0.4703269898891449,0.925129234790802,-0.4488557279109955,0.12049880623817444,0.7051050066947937,0.8533959984779358,-1.3882194757461548,0.43810632824897766,0.4854764938354492,0.9098365306854248,-0.43190327286720276,0.18400506675243378,0.708435595035553,0.8813025951385498,-1.3262940645217896,0.40066638588905334,0.4872005581855774,0.9304006695747375,-0.40980130434036255,0.1814306676387787,0.7963277101516724,1.6925803422927856,-0.2340976744890213,0.0003683586837723851,0.5774269104003906,1.6670013666152954,0.23840470612049103,0.0005559256533160806,0.728415310382843,1.5425350666046143,-0.3657168447971344,0.002060184022411704,0.5191704034805298,1.5410300493240356,0.09152813255786896,0.0014403435634449124,0.7212088108062744,1.867395043373108,0.21210458874702454,0.0003120592446066439,0.5776862502098083,1.7898504734039307,0.5777568817138672,0.00011482265836093575,0.7335120439529419,1.964668869972229,0.2500212788581848,0.0004160249955020845,0.5901469588279724,1.8412457704544067,0.617512583732605,0.00014370332064572722,0.6639409065246582,1.832155704498291,-0.14753137528896332,0.0008913815254345536,0.5614980459213257,1.7911388874053955,0.30606064200401306,0.00041792888077907264
Hye,0.5254824757575989,0.6812093257904053,-0.7672241926193237,0.9963045120239258,0.5561197996139526,0.6166277527809143,-0.8559319376945496,0.9963601231575012,0.5697924494743347,0.6178616881370544,-0.8567748069763184,0.9960606694221497,0.5829464197158813,0.6191086173057556,-0.8584399223327637,0.9962158799171448,0.5407716035842896,0.6143525838851929,-0.7134132981300354,0.9957812428474426,0.5416156053543091,0.6130132675170898,-0.712049126625061,0.9952372312545776,0.5424516797065735,0.6115975975990295,-0.7127448320388794,0.995834469795227,0.6394934058189392,0.6395670175552368,-0.7024521231651306,0.9970290660858154,0.5864203572273254,0.6237173080444336,-0.3108298182487488,0.9967406988143921,0.5647078156471252,0.7423058152198792,-0.7337961792945862,0.9952305555343628,0.5433266162872314,0.7434720396995544,-0.6198273301124573,0.99384605884552,0.8395358920097351,0.9413769841194153,-0.6419147253036499,0.916295051574707,0.5219140648841858,0.8792940974235535,-0.06992460787296295,0.9718080759048462,0.8423764109611511,1.1245206594467163,-1.0540350675582886,0.27541881799697876,0.4069502353668213,1.0635673999786377,0.1200961247086525,0.09985935688018799,0.6934484243392944,0.8956949710845947,-1.160093069076538,0.3824411928653717,0.4640596807003021,0.9087286591529846,0.13443437218666077,0.08085396885871887,0.6563479900360107,0.8276869654655457,-1.2344844341278076,0.38009384274482727,0.4815169870853424,0.8631668090820312,0.10364224016666412,0.12564097344875336,0.67512047290802,0.8034526109695435,-1.1683053970336914,0.43379536271095276,0.4944625496864319,0.8521371483802795,0.12915922701358795,0.18736979365348816,0.6786019802093506,0.8350927233695984,-1.1332318782806396,0.394830584526062,0.49496370553970337,0.8741050958633423,0.12606504559516907,0.18310436606407166,0.800267219543457,1.6963555812835693,-0.23814880847930908,0.0003765472210943699,0.5956476926803589,1.6725913286209106,0.24220263957977295,0.000579940271563828,0.7229577302932739,1.6708663702011108,-0.3587464392185211,0.0023836754262447357,0.5174182057380676,1.6645100116729736,0.1401795893907547,0.0018497253768146038,0.7378470301628113,2.061140537261963,0.2118339240550995,0.0003482273023109883,0.6075741052627563,1.9889740943908691,0.5737084150314331,0.00014131105854175985,0.7570511102676392,2.1609034538269043,0.2489735335111618,0.00047765971976332366,0.6308138966560364,2.045997142791748,0.6078855395317078,0.0001711573131615296,0.67563396692276,2.0707292556762695,-0.12856008112430573,0.0011392226442694664,0.5663064122200012,2.0430967807769775,0.3165763020515442,0.0005527611938305199
Hye,0.5251739621162415,0.6862898468971252,-0.5026161670684814,0.9966137409210205,0.5554816126823425,0.6223594546318054,-0.5596938133239746,0.9966330528259277,0.569706916809082,0.6233418583869934,-0.5596031546592712,0.9963801503181458,0.5822139382362366,0.6242304444313049,-0.559435248374939,0.9965084791183472,0.5401997566223145,0.6196029186248779,-0.4528387188911438,0.9961086511611938,0.5413702726364136,0.6177802681922913,-0.4526747167110443,0.9956142902374268,0.542406439781189,0.6158387064933777,-0.4528622031211853,0.9961365461349487,0.6402519941329956,0.6421328783035278,-0.5617029666900635,0.9972366690635681,0.5867571830749512,0.6271982789039612,-0.1170009970664978,0.9970058798789978,0.5648096799850464,0.7477795481681824,-0.4856787323951721,0.9953010678291321,0.5439963340759277,0.7490895390510559,-0.35923466086387634,0.9939813017845154,0.8420026898384094,0.9421279430389404,-0.5911018252372742,0.9014347791671753,0.5362247228622437,0.8890058398246765,0.12714383006095886,0.9663785099983215,0.8285984992980957,1.129048466682434,-1.0154874324798584,0.273272842168808,0.41058358550071716,1.0604171752929688,0.2840311825275421,0.10041214525699615,0.6725565195083618,0.8921850323677063,-0.9859023094177246,0.3727570176124573,0.4606274664402008,0.9003722667694092,0.2761473059654236,0.0837639719247818,0.6322124600410461,0.8259535431861877,-1.0536282062530518,0.3802693486213684,0.4750414788722992,0.8548027276992798,0.2446313351392746,0.13018985092639923,0.6519775390625,0.8003696203231812,-1.0231924057006836,0.43378397822380066,0.49337220191955566,0.8430715203285217,0.2635914385318756,0.1904171109199524,0.6576199531555176,0.8303263187408447,-0.9751365780830383,0.39256933331489563,0.4921957850456238,0.8470192551612854,0.2630193829536438,0.1850357949733734,0.8012228012084961,1.7126615047454834,-0.2538560628890991,0.0003708168223965913,0.6147085428237915,1.6920323371887207,0.25770604610443115,0.0005867058644071221,0.7342120409011841,1.677031397819519,-0.3586030900478363,0.00255210162140429,0.5191004276275635,1.6666419506072998,0.16255024075508118,0.0020806530956178904,0.7512145638465881,2.043109178543091,0.21201583743095398,0.0003657687339000404,0.6347554922103882,1.9690791368484497,0.5738465785980225,0.00015704154793638736,0.7715521454811096,2.139753818511963,0.2490638792514801,0.0005118888802826405,0.658765971660614,2.024829149246216,0.6063191294670105,0.0001889120612759143,0.6865149140357971,2.0483691692352295,-0.10754963010549545,0.0013077104231342673,0.5901932716369629,2.0105926990509033,0.34867292642593384,0.0006547289085574448
Hye,0.5251559019088745,0.6875389218330383,-0.6503157019615173,0.9968573451042175,0.5555747747421265,0.6235625743865967,-0.706414520740509,0.9968339204788208,0.5695672035217285,0.6249281764030457,-0.7060869336128235,0.9966302514076233,0.582795262336731,0.6263283491134644,-0.705847978591919,0.9967321753501892,0.5402201414108276,0.6197909116744995,-0.6033176183700562,0.9963417649269104,0.5414242744445801,0.6177934408187866,-0.6034048199653625,0.9958864450454712,0.5425214767456055,0.615700364112854,-0.6032769680023193,0.9963275790214539,0.6413968801498413,0.6441003084182739,-0.7007953524589539,0.9973630905151367,0.5868176817893982,0.6271528005599976,-0.24429750442504883,0.9971950054168701,0.5647455453872681,0.7484959959983826,-0.6172900199890137,0.9952459931373596,0.5439537167549133,0.7494602203369141,-0.4885767996311188,0.9939132928848267,0.8310776948928833,0.9375307559967041,-0.686825692653656,0.8944603800773621,0.5295109748840332,0.8818051218986511,0.05363576486706734,0.9642630219459534,0.8339499235153198,1.1334315538406372,-1.0837632417678833,0.28564825654029846,0.39686712622642517,1.053007960319519,0.2180541455745697,0.11256137490272522,0.6816738247871399,0.8730815649032593,-1.1684504747390747,0.3667306900024414,0.44414395093917847,0.9083448052406311,0.11970587074756622,0.09060664474964142,0.6486040353775024,0.8243088126182556,-1.2428005933761597,0.3789236843585968,0.46518611907958984,0.8663332462310791,0.09505455195903778,0.1358347237110138,0.6607643365859985,0.7980844974517822,-1.2201167345046997,0.4303280711174011,0.4789149761199951,0.8484567403793335,0.1076599583029747,0.19287142157554626,0.6671224236488342,0.8295007348060608,-1.1620924472808838,0.3883941173553467,0.47662657499313354,0.8678656220436096,0.11005546152591705,0.18735654652118683,0.7919901609420776,1.7026841640472412,-0.2797242999076843,0.0004262678266968578,0.6118125319480896,1.6745884418487549,0.28270256519317627,0.0007173214689828455,0.735423743724823,1.4038437604904175,-0.4000578820705414,0.004768815357238054,0.4970547556877136,1.369222640991211,0.15875986218452454,0.004240468144416809,0.6949620246887207,1.6174826622009277,0.1964612901210785,0.0008624177426099777,0.5735712647438049,1.519723653793335,0.6212145090103149,0.0003465585468802601,0.6953476071357727,1.702704906463623,0.23882508277893066,0.0012013354571536183,0.5860201120376587,1.5670024156570435,0.6702147722244263,0.0004877593892160803,0.6391609907150269,1.5433076620101929,-0.07318496704101562,0.0024696916807442904,0.5143512487411499,1.4715343713760376,0.5184234976768494,0.001123127993196249
Hye,0.5248987674713135,0.6892087459564209,-0.6492483615875244,0.9970604777336121,0.5555019974708557,0.625117838382721,-0.7052813768386841,0.9969907999038696,0.5693057775497437,0.6266181468963623,-0.7049985527992249,0.9968366026878357,0.582405686378479,0.6282467246055603,-0.7047861814498901,0.996916651725769,0.5405518412590027,0.6208881139755249,-0.6019930243492126,0.9965213537216187,0.5421744585037231,0.6186283230781555,-0.6020069122314453,0.9960970282554626,0.5437486171722412,0.6162808537483215,-0.601933479309082,0.996460497379303,0.6410886645317078,0.6456275582313538,-0.7060319781303406,0.9974483251571655,0.5871884822845459,0.6276510953903198,-0.24187405407428741,0.9973483681678772,0.5637562870979309,0.7486711740493774,-0.6191965341567993,0.9951176643371582,0.5439714789390564,0.7498133778572083,-0.48827260732650757,0.9937484860420227,0.824305534362793,0.9356549382209778,-0.6910738945007324,0.891019344329834,0.5322226285934448,0.881132960319519,0.05440216511487961,0.9621352553367615,0.8387823104858398,1.1400114297866821,-1.083402156829834,0.29710322618484497,0.39998307824134827,1.0567938089370728,0.28906238079071045,0.12100359052419662,0.6850053071975708,0.8715866804122925,-1.1995351314544678,0.36352670192718506,0.4434792995452881,0.9107217192649841,0.3626018166542053,0.09437322616577148,0.6568406820297241,0.8246967792510986,-1.279258370399475,0.38009604811668396,0.4625679552555084,0.8669556379318237,0.356343150138855,0.13816235959529877,0.6635653972625732,0.7978357672691345,-1.2563233375549316,0.42949244379997253,0.4781250059604645,0.8491376042366028,0.36240196228027344,0.1920199692249298,0.6682488918304443,0.8301026225090027,-1.1944248676300049,0.3862026333808899,0.4744690954685211,0.8700452446937561,0.35424819588661194,0.18672439455986023,0.7891913652420044,1.6997661590576172,-0.2951217591762543,0.0004706500913016498,0.6124019026756287,1.6714290380477905,0.298030287027359,0.0008175377151928842,0.7373901605606079,1.3911573886871338,-0.40922802686691284,0.00652044964954257,0.48757702112197876,1.3476289510726929,0.15433362126350403,0.006145956460386515,0.6825968623161316,1.590434193611145,0.19937452673912048,0.0012970645911991596,0.5412334203720093,1.49012291431427,0.6378947496414185,0.0005189574440009892,0.680041491985321,1.6720216274261475,0.24247772991657257,0.0017946291482076049,0.5484210252761841,1.5357753038406372,0.6874880194664001,0.0007676047389395535,0.6274321675300598,1.5137144327163696,-0.05919845029711723,0.0034783161245286465,0.48611021041870117,1.4371768236160278,0.5280339121818542,0.0015483475290238857
Hye,0.5248528122901917,0.6912372708320618,-0.6112746000289917,0.9972512125968933,0.5554412007331848,0.6270531415939331,-0.6704555749893188,0.9971429705619812,0.5690839290618896,0.6286192536354065,-0.6701033115386963,0.9970313310623169,0.5820797085762024,0.6300299167633057,-0.6697837114334106,0.9970914125442505,0.5407765507698059,0.6228238940238953,-0.5641606450080872,0.9966990351676941,0.5427225828170776,0.6203991174697876,-0.5642595291137695,0.9963064789772034,0.544657289981842,0.6178203225135803,-0.564079225063324,0.9966056942939758,0.6409491300582886,0.6471113562583923,-0.6894311308860779,0.9975385069847107,0.5878540873527527,0.6289796233177185,-0.21255791187286377,0.9975004196166992,0.5636209845542908,0.7510200142860413,-0.5849660634994507,0.9950286149978638,0.5445742011070251,0.7513640522956848,-0.45070093870162964,0.9936608672142029,0.8230578303337097,0.9352171421051025,-0.6788984537124634,0.8870444893836975,0.5345799326896667,0.8814884424209595,0.09095112979412079,0.9601268768310547,0.837393581867218,1.1419750452041626,-1.0603033304214478,0.30498936772346497,0.40303221344947815,1.05910325050354,0.32371577620506287,0.12710249423980713,0.6857512593269348,0.871890664100647,-1.1623289585113525,0.3602050840854645,0.44369134306907654,0.9100961685180664,0.3794254958629608,0.0976099818944931,0.6613368391990662,0.8284273743629456,-1.2416878938674927,0.381339430809021,0.4614996016025543,0.8659315705299377,0.36835166811943054,0.14057695865631104,0.6653722524642944,0.8015007376670837,-1.215728521347046,0.4292263686656952,0.4774792194366455,0.8475947976112366,0.37572377920150757,0.19188667833805084,0.6713863611221313,0.8334214091300964,-1.155805230140686,0.3844142556190491,0.47448474168777466,0.8683805465698242,0.36976996064186096,0.18660296499729156,0.7910938262939453,1.700441598892212,-0.29919472336769104,0.0004893688019365072,0.6162821650505066,1.673012614250183,0.3022574782371521,0.0008695214055478573,0.7392984628677368,1.4303916692733765,-0.40680938959121704,0.007475059479475021,0.4913954734802246,1.3746609687805176,0.15356215834617615,0.007236535660922527,0.6916610598564148,1.6355489492416382,0.20234522223472595,0.001516308169811964,0.5440596342086792,1.532443881034851,0.6379142999649048,0.0006167384563013911,0.6920639872550964,1.715171217918396,0.24514062702655792,0.002105619292706251,0.551031231880188,1.5777056217193604,0.6845191121101379,0.0009154888102784753,0.6355480551719666,1.5671108961105347,-0.06119047477841377,0.004079160280525684,0.49780774116516113,1.488499402999878,0.5057013034820557,0.001825322164222598
Hye,0.5243156552314758,0.6913262009620667,-0.5202603340148926,0.9974566102027893,0.5542716979980469,0.6274900436401367,-0.5797580480575562,0.9973273277282715,0.567489743232727,0.6289991736412048,-0.5794963836669922,0.997245728969574,0.581079363822937,0.6303676962852478,-0.579157829284668,0.9972898960113525,0.5403351783752441,0.6231713891029358,-0.46818286180496216,0.9969170689582825,0.5425256490707397,0.6207119226455688,-0.46817436814308167,0.9965592622756958,0.5446189641952515,0.6180650591850281,-0.46814507246017456,0.9968076944351196,0.6413649916648865,0.647759735584259,-0.6191889047622681,0.9976752996444702,0.5886825919151306,0.6295316815376282,-0.1173025518655777,0.9976775050163269,0.563491940498352,0.7519584894180298,-0.5066457390785217,0.995136559009552,0.5447210073471069,0.7519697546958923,-0.3647916913032532,0.9938184022903442,0.8251824378967285,0.9355764389038086,-0.6582849621772766,0.8827590942382812,0.540788471698761,0.8873410820960999,0.16672345995903015,0.9585745930671692,0.8373609781265259,1.1511996984481812,-1.0596301555633545,0.310634583234787,0.4050145745277405,1.066946029663086,0.36514294147491455,0.12982028722763062,0.6855199933052063,0.8720795512199402,-1.1746054887771606,0.362647145986557,0.43929019570350647,0.9144001603126526,0.36289823055267334,0.10080885142087936,0.6624805331230164,0.8315868377685547,-1.259700059890747,0.38895899057388306,0.45344001054763794,0.8692935705184937,0.34522897005081177,0.1441676914691925,0.669136643409729,0.8031604290008545,-1.231494426727295,0.4359794557094574,0.46937084197998047,0.8509880900382996,0.35231590270996094,0.19383572041988373,0.6749860048294067,0.835442304611206,-1.16794753074646,0.38829296827316284,0.4741922914981842,0.8533716797828674,0.3499174416065216,0.1883777230978012,0.7922688722610474,1.711194396018982,-0.30104562640190125,0.0004902964574284852,0.6210986375808716,1.683035135269165,0.30427876114845276,0.0008925543515942991,0.7411699891090393,1.501207709312439,-0.4156634211540222,0.0077756065875291824,0.49545755982398987,1.4365241527557373,0.13837413489818573,0.007702822331339121,0.705409586429596,1.7246917486190796,0.19391119480133057,0.0015660201897844672,0.547981858253479,1.6191538572311401,0.6197654008865356,0.0006495412089861929,0.7103633880615234,1.8039958477020264,0.23647570610046387,0.00218105292879045,0.5554775595664978,1.665261149406433,0.6658293008804321,0.0009614948066882789,0.6454055905342102,1.6674772500991821,-0.08332985639572144,0.0043019563890993595,0.5086211562156677,1.5861284732818604,0.45552363991737366,0.0019533263985067606
Hye,0.5252166986465454,0.6912355422973633,-0.5390697717666626,0.9976445436477661,0.5548251867294312,0.6273485422134399,-0.5917446613311768,0.9975012540817261,0.5685077905654907,0.6287770867347717,-0.5915581583976746,0.9974464774131775,0.5823829770088196,0.630074679851532,-0.5912578701972961,0.9974732398986816,0.5405217409133911,0.6233253479003906,-0.4819607734680176,0.9971192479133606,0.5426350235939026,0.6211193203926086,-0.4819093346595764,0.9967942833900452,0.5446561574935913,0.6186531186103821,-0.48195213079452515,0.9969929456710815,0.6469730734825134,0.6478604078292847,-0.6060088872909546,0.997816801071167,0.589033305644989,0.6306743025779724,-0.1085912436246872,0.9978457093238831,0.5676204562187195,0.7522180080413818,-0.5209425687789917,0.9953016638755798,0.5479122400283813,0.7529653310775757,-0.38096344470977783,0.9940452575683594,0.8403260111808777,0.9372116327285767,-0.6546030044555664,0.878775417804718,0.5422086119651794,0.9004775285720825,0.16269183158874512,0.9575758576393127,0.8435042500495911,1.1559914350509644,-1.1528346538543701,0.3182092010974884,0.4060903489589691,1.078593373298645,0.31762903928756714,0.13397298753261566,0.6887431144714355,0.8876515030860901,-1.3524619340896606,0.36853423714637756,0.4424351155757904,0.9076753854751587,0.2712584137916565,0.10708685964345932,0.6619517803192139,0.8255128264427185,-1.4564650058746338,0.3998543322086334,0.45526257157325745,0.853132963180542,0.300783634185791,0.15163418650627136,0.6728096604347229,0.7976602911949158,-1.4164645671844482,0.4462674558162689,0.47167786955833435,0.8386669754981995,0.21787436306476593,0.20043805241584778,0.6780540943145752,0.8307338953018188,-1.344136118888855,0.3948996067047119,0.47578611969947815,0.8584473133087158,0.2372281551361084,0.19418522715568542,0.8065314292907715,1.7393029928207397,-0.2957107424736023,0.0005124123417772353,0.6282646059989929,1.7177106142044067,0.2991326153278351,0.0009505594498477876,0.751046359539032,1.5675147771835327,-0.4178391098976135,0.00803206954151392,0.5070240497589111,1.5241997241973877,0.08889755606651306,0.00794548261910677,0.7226134538650513,1.8280888795852661,0.19730521738529205,0.0015766125870868564,0.5718616247177124,1.730671763420105,0.587047815322876,0.0006597338942810893,0.7234237790107727,1.9130971431732178,0.23836442828178406,0.0021997329313308,0.5803750157356262,1.7783446311950684,0.6298729777336121,0.0009679315844550729,0.6809654831886292,1.7791367769241333,-0.09668877720832825,0.004441655240952969,0.538810133934021,1.7067574262619019,0.4170377850532532,0.0020350341219455004
Hye,0.5191449522972107,0.6873215436935425,-0.36468037962913513,0.99785315990448,0.5478757619857788,0.6264105439186096,-0.4287770390510559,0.9977138042449951,0.5608968734741211,0.6278871297836304,-0.4286293387413025,0.9976718425750732,0.574468195438385,0.6290866136550903,-0.4282052516937256,0.9976916909217834,0.5332744717597961,0.621600329875946,-0.3059564232826233,0.9973689913749695,0.5348500609397888,0.6189952492713928,-0.30592435598373413,0.9970769286155701,0.5368413329124451,0.6160524487495422,-0.30610090494155884,0.9972484707832336,0.6466838121414185,0.6468147039413452,-0.527176022529602,0.9979973435401917,0.5889919996261597,0.6297378540039062,0.022896744310855865,0.9980393052101135,0.5621041655540466,0.7516767382621765,-0.38269731402397156,0.9956169128417969,0.5418813228607178,0.7508223056793213,-0.22588665783405304,0.9944453835487366,0.8532532453536987,0.9386395215988159,-0.6344271898269653,0.8795039653778076,0.5557207465171814,0.9218677878379822,0.2856394350528717,0.9571689963340759,0.8472821116447449,1.16080641746521,-1.143580436706543,0.31477585434913635,0.42277026176452637,1.0856575965881348,0.5617920756340027,0.12658566236495972,0.7034701108932495,0.9270210266113281,-1.3549954891204834,0.3732529580593109,0.4322568476200104,0.9404191374778748,0.6413457989692688,0.10359055548906326,0.6725575923919678,0.8597052097320557,-1.463077187538147,0.4137466847896576,0.430949866771698,0.895903468132019,0.642625093460083,0.1494341939687729,0.6870341897010803,0.8276402354240417,-1.4260332584381104,0.46067002415657043,0.44952622056007385,0.8827329277992249,0.6345650553703308,0.19709759950637817,0.6914620399475098,0.8569390773773193,-1.3498727083206177,0.4043583273887634,0.45348793268203735,0.8644639849662781,0.6212559342384338,0.1911533772945404,0.8207039833068848,1.784939169883728,-0.30775532126426697,0.000496125896461308,0.6341893672943115,1.7654081583023071,0.3115895092487335,0.000928042340092361,0.7679171562194824,1.631890892982483,-0.4195593297481537,0.0076570287346839905,0.509949266910553,1.609376311302185,0.11774609982967377,0.00752755394205451,0.76148921251297,1.9488143920898438,0.17154499888420105,0.0014742681523784995,0.5722432732582092,1.8696022033691406,0.5576194524765015,0.0006199738127179444,0.7736544609069824,2.047858476638794,0.208696648478508,0.002060691360384226,0.5824316740036011,1.9331319332122803,0.5889710187911987,0.0009056663257069886,0.7046144604682922,1.9116528034210205,-0.130185067653656,0.004240213427692652,0.5347073078155518,1.8264836072921753,0.36261945962905884,0.0019623462576419115
